name,rating,place_id,tags,website,place_links,territory_id,description,locationYX
Caddebostan Cultural Center,4.5,126059,"2,6,16",https://ckm.kadikoy.bel.tr/,"https://www.google.com/maps/place/Ckm+sinemas%C4%B1/@40.9675034,29.0622704,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac7742fc7801b:0xf1075e68d823f14c!8m2!3d40.9674994!4d29.06484!16s%2Fg%2F11gzxgpm2?entry=ttu",2,"The Caddebostan Cultural Center is a vibrant hub of arts and culture, hosting a diverse range of events, exhibitions, and performances throughout the year. Art enthusiasts can explore galleries showcasing contemporary and traditional works by local and international artists, while theater buffs can enjoy captivating performances in the center's auditoriums. Workshops, lectures, and film screenings provide opportunities for creative learning and intellectual engagement, fostering a sense of community and cultural exchange. Families and children can participate in educational programs and activities designed to inspire creativity and curiosity. With its dynamic programming and inclusive atmosphere, the Caddebostan Cultural Center enriches the cultural landscape of Kadıköy, serving as a beloved gathering place for residents and visitors alike.","40.967341427426106,29.06466297425544"
Moda Pier,4.4,131564,"8,9,14",https://sehirhatlari.istanbul/tr/iskeleler/moda-2023,"https://www.google.com/maps/place/Moda+%C4%B0skelesi/@40.9789687,29.0224967,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab91ff8fc388f:0x9d8808f8802a144!8m2!3d40.9789647!4d29.0250663!16s%2Fg%2F11fn4nmqqg?entry=ttu",2,"Moda Pier is a picturesque waterfront promenade offering stunning views of the Marmara Sea and Istanbul's iconic skyline. Visitors can stroll along the pier's wooden boardwalk, taking in panoramic vistas of passing ferries, sailboats, and seagulls soaring overhead. Fishing enthusiasts cast their lines into the sea, hoping for a catch of the day, while photographers capture the beauty of the waterfront against the backdrop of the setting sun. As evening falls, the pier becomes a romantic spot for couples, with twinkling lights illuminating the water and creating a magical ambiance. With its tranquil atmosphere and breathtaking views, Moda Pier is a cherished destination for relaxation and leisure along Kadıköy's coast.","40.97888775242486,29.025060935629366"
Haydarpasa Train Station,4.0,517228,"1,3,4",https://tr.wikipedia.org/wiki/Haydarpa%C5%9Fa_Gar%C4%B1,"https://www.google.com/maps/place/Haydarpa%C5%9Fa/@40.9968247,28.9471961,13z/data=!4m10!1m2!2m1!1zUmFzaW1wYcWfYSwgSGF5ZGFycGHFn2EgR2FyxLEsIEthZMSxa8O2eS_EsHN0YW5idWw!3m6!1s0x14cab843c0cfb469:0x4aa41af48681c847!8m2!3d40.9968247!4d29.0192939!15sCjJSYXNpbXBhxZ9hLCBIYXlkYXJwYcWfYSBHYXLEsSwgS2FkxLFrw7Z5L8Swc3RhbmJ1bFoxIi9yYXNpbXBhxZ9hIGhheWRhcnBhxZ9hIGdhcsSxIGthZMSxa8O2eSBpc3RhbmJ1bJIBDXRyYWluX3N0YXRpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTVYelZwYVhoQlJSQULgAQA!16zL20vMDZiXzF3?entry=ttu",2,"Haydarpaşa Train Station is a historic landmark renowned for its majestic architecture and pivotal role in Istanbul's transportation network. Built in the early 20th century, the station served as a gateway between Istanbul and Anatolia, connecting travelers to distant cities and regions. Today, the station stands as a symbol of Istanbul's rich history and cultural heritage, attracting visitors with its grand facade and iconic clock tower. Although the station is no longer in active use for passenger trains, it remains a beloved icon of the city, hosting cultural events, exhibitions, and performances throughout the year. As one of Istanbul's most recognizable landmarks, Haydarpaşa Train Station continues to captivate the imagination of locals and tourists alike, serving as a timeless reminder of the city's enduring legacy.","40.99636864555229,29.0191249891163"
Haldun Taner Stage,4.2,784820,"2,6,16",https://tr.wikipedia.org/wiki/Kad%C4%B1k%C3%B6y_Haldun_Taner_Sahnesi,"https://www.google.com/maps/place/Kad%C4%B1k%C3%B6y+Haldun+Taner+Sahnesi/@40.9919098,29.0233925,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab8680fe0f931:0xf6b607e6dcb09762!8m2!3d40.9919098!4d29.0233925!16s%2Fm%2F0zmznym?entry=ttu",2,"Haldun Taner Stage is a renowned theater venue located in the heart of Kadıköy, offering a diverse range of performances, plays, and cultural events. Named after the celebrated Turkish playwright Haldun Taner, the stage is dedicated to promoting theatrical arts and fostering creative expression within the community. Theater enthusiasts can enjoy a variety of productions, from classic dramas to contemporary comedies, performed by talented actors and directors. The stage also hosts workshops, readings, and educational programs for aspiring artists and theater enthusiasts of all ages. With its vibrant atmosphere and rich cultural offerings, the Haldun Taner Stage serves as a vibrant center for artistic exploration and entertainment in Kadıköy.","40.99178427857107,29.023344220274883"
Fenerbahce Marina,4.8,199043,"9,13,15",https://www.seturmarinas.com/Marina/Detail?marinaId=25,"https://www.google.com/maps/place/Fenerbah%C3%A7e+Yat+Liman%C4%B1/@40.9705004,29.0166941,15z/data=!4m10!1m2!2m1!1sFenerbah%C3%A7e+marina!3m6!1s0x14cab885a0bac2db:0x96b2874c84425e70!8m2!3d40.9705004!4d29.0347185!15sChJGZW5lcmJhaMOnZSBtYXJpbmGSAQZtYXJpbmHgAQA!16s%2Fg%2F11r8s757x?entry=ttu",2,"Fenerbahçe Marina is a modern waterfront destination offering a range of amenities and services for boaters and visitors alike. Boasting state-of-the-art facilities and stunning views of the sea, the marina is a popular hub for yacht owners and sailing enthusiasts seeking berthing services and maintenance support. Visitors can enjoy waterfront dining at the marina's restaurants and cafes, savoring fresh seafood and international cuisine while admiring panoramic vistas of the Marmara Sea. The marina also hosts events, boat shows, and water sports competitions throughout the year, adding to its vibrant atmosphere and community spirit. With its prime location and world-class amenities, Fenerbahçe Marina provides an idyllic setting for leisure and recreation along Istanbul's Asian coast.","40.976154500852786,29.04001858994611"
Yogurtcu Park,4.7,587424,"9,11,12",https://yesil.istanbul/project-detail_kadikoy-yogurtcu-parki,"https://www.google.com/maps/place/%C4%B0BB+Kad%C4%B1k%C3%B6y+Yo%C4%9Furt%C3%A7u+Park%C4%B1/@40.9853827,29.0310497,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab9bb99034e37:0x557d9b858f6f2728!8m2!3d40.9853787!4d29.0336193!16s%2Fg%2F11hyl5slk0?entry=ttu",2,"Yoğurtçu Park is a tranquil green space nestled within the heart of Kadıköy, offering a serene escape from the urban hustle and bustle. Visitors can wander along shaded pathways, surrounded by lush vegetation and blooming flowers, providing a peaceful respite amidst nature's beauty. Families and friends gather in the park for picnics, games, and outdoor activities, enjoying quality time together in a relaxed and inviting atmosphere. The park's playgrounds and recreational facilities offer fun and entertainment for children of all ages, fostering creativity and active play in a safe and welcoming environment. Whether for a leisurely stroll, a picnic with loved ones, or simply unwinding amidst nature's tranquility, Yoğurtçu Park provides a cherished retreat for locals and visitors alike in Kadıköy.","40.98579579465974,29.033828512354514"
Tepe Nautilus Shopping Center,4.3,921601,"15,16,18",https://www.tepenautilus.com/index.html,"https://www.google.com/maps/place/Tepe+Nautilus+AVM/@41.0000288,29.0316625,17z/data=!3m2!4b1!5s0x14cab812e373a161:0x483a7b6153b24a8d!4m6!3m5!1s0x14cab812f527c2ff:0xcd18ea8436faee86!8m2!3d41.0000288!4d29.0316625!16zL20vMDlqdGZo?entry=ttu",2,"Göztepe Tepe Nautilus is a modern shopping center located in Kadıköy, offering a diverse range of retail stores, restaurants, and entertainment options. Visitors can shop for fashion, electronics, and household goods, then enjoy a meal or catch a movie at the center's restaurants and cinemas. With its convenient location and ample parking facilities, Göztepe Tepe Nautilus provides a convenient and enjoyable shopping experience for visitors of all ages.","40.99997616849317,29.03132454171012"
Moda Sea Club,4.8,156464,"13,16,17",https://www.modadenizkulubu.org.tr/,"https://www.google.com/maps/place/Moda+Deniz+Kul%C3%BCb%C3%BC+1935/@40.9791737,29.0208152,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab88b20d190d1:0x7b32841b661dc25f!8m2!3d40.9791697!4d29.0233848!16s%2Fg%2F1w6gn4_1?entry=ttu",2,"Moda Sea Club is a popular seaside venue in Kadıköy, offering a range of leisure and entertainment options for visitors to enjoy. Guests can relax by the pool, soak up the sun on the terrace, or indulge in delicious cuisine at the club's restaurant and bar. The club also hosts events, parties, and live music performances, creating a vibrant atmosphere for socializing and fun. With its stunning views of the Marmara Sea and lively ambiance, Moda Sea Club is a beloved destination for locals and tourists alike.","40.97906035376859,29.023443808638966"
Dem Moda,4.5,648883,14,https://www.instagram.com/demistanbul/,"https://www.google.com/maps/place/Dem+Moda/@40.9838133,29.0240181,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab8610ec35205:0x74df7c6d33e119ff!8m2!3d40.9838093!4d29.0265877!16s%2Fg%2F11c6d_6_1y?entry=ttu",2,"Dem Moda is a stylish cafe and restaurant located in the heart of Moda, offering a cozy ambiance and delicious cuisine for guests to enjoy. Known for its warm hospitality and relaxed atmosphere, the cafe is a popular spot for breakfast, brunch, and casual dining with friends and family. Guests can savor freshly brewed coffee, homemade pastries, and a variety of Mediterranean-inspired dishes made with locally sourced ingredients. With its charming decor and friendly service, Dem Moda provides a welcoming haven for food and coffee enthusiasts in Kadıköy.","40.98374045723674,29.02659306445681"
Caffe Cadde,4.8,898991,"13,14",https://www.cafecadde.com.tr/,"https://www.google.com/maps/place/Cafe+Cadde/@40.964112,29.0717734,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac633c300c977:0xa0f3cbb80e393cf1!8m2!3d40.964108!4d29.074343!16s%2Fg%2F1pp2twpmj?entry=ttu",2,"Caffe Cadde is a trendy cafe nestled along a bustling street in Kadıköy, known for its artisanal coffee, delectable pastries, and cozy ambiance. Guests can relax on the outdoor terrace or cozy up indoors while enjoying a freshly brewed cup of coffee and a selection of sweet and savory treats. The cafe's friendly baristas and welcoming atmosphere make it a favorite spot for locals and tourists alike to unwind and recharge. Whether for a quick caffeine fix or a leisurely afternoon spent with friends, Caffe Cadde offers a delightful escape from the hustle and bustle of the city.","40.96406344138874,29.074326906785604"
Brekkie Croissant & Cookie,4.0,195027,"14,15",https://www.instagram.com/brekkiemoda/,"https://www.google.com/maps/place/Brekkie+Breakfast+Club/@40.9862377,29.0330656,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab9c52f2f90f5:0xac947cd211a1406a!8m2!3d40.9862377!4d29.0330656!16s%2Fg%2F11gjhdwtbk?entry=ttu",2,"Brekkie Croissant & Cookie is a charming bakery and cafe located in Kadıköy, specializing in freshly baked croissants, cookies, and other delectable pastries. Guests can start their day with a flaky croissant paired with a steaming cup of coffee or indulge in a sweet treat from the bakery's tempting selection of cookies and cakes. The cafe's cozy interior and friendly staff create a warm and inviting atmosphere, making it the perfect spot for a leisurely breakfast or afternoon snack. With its delicious baked goods and welcoming ambiance, Brekkie Croissant & Cookie is a beloved destination for pastry lovers in Kadıköy.","40.986160760915624,29.032920760751253"
Ciya Sofrası,4.5,441361,13,https://www.instagram.com/ciyasofrasi/?hl=en,"https://www.google.com/maps/place/%C3%87iya+Sofras%C4%B1/@40.9893236,29.0218397,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab867a20b3a85:0x58aaaeb4b80c5113!8m2!3d40.9893196!4d29.0244093!16s%2Fg%2F1td6_9_v?entry=ttu",2,"Çiya Sofrası is a renowned restaurant located in Kadıköy, celebrated for its authentic Turkish cuisine and vibrant flavors. Guests can savor a variety of traditional dishes inspired by regional specialties from across Turkey, prepared with fresh, locally sourced ingredients. The restaurant's cozy ambiance and friendly service create a welcoming atmosphere for diners to enjoy a memorable culinary experience with friends and family. With its commitment to preserving Turkish culinary traditions and showcasing the diverse flavors of the country, Çiya Sofrası has earned a reputation as a must-visit dining destination in Kadıköy.","40.989294633145974,29.024399407849852"
Brasserie Noir,4.5,107662,14,https://www.instagram.com/brasserienoir/?hl=en,"https://www.google.com/maps/place/Brasserie+Noir/@40.9593539,29.0818527,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac704487d1d37:0x3342db96f86dabad!8m2!3d40.9593499!4d29.0844223!16s%2Fg%2F11cjkq2h2p?entry=ttu",2,"Brasserie Noir is a chic restaurant and bar located in Kadıköy, offering a sophisticated dining experience with a modern twist. Guests can indulge in creative cocktails, fine wines, and gourmet cuisine prepared with seasonal ingredients and innovative techniques. The restaurant's stylish decor and elegant ambiance create a refined atmosphere for diners to enjoy an unforgettable meal or evening out. With its attentive service and culinary excellence, Brasserie Noir is a top choice for discerning food enthusiasts and socialites in Kadıköy.","40.959305338169905,29.084384749141933"
Aida Vino E Cucina,4.5,733989,13,https://aidavinoecucina.com/,"https://www.google.com/maps/place/Aida+Vino+E+Cucina/@40.9854867,29.0229937,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab860d7e5c119:0xf2b69d9c8054a99c!8m2!3d40.9854827!4d29.0255633!16s%2Fg%2F11bwny2jbp?entry=ttu",2,"Aida Vino E Cucina is a charming Italian restaurant nestled in the heart of Kadıköy, known for its authentic Italian cuisine and warm hospitality. Guests can enjoy a variety of classic Italian dishes, from homemade pasta and wood-fired pizzas to fresh seafood and flavorful antipasti. The restaurant's cozy interior and rustic decor create a cozy atmosphere for diners to savor a leisurely meal with friends and family. With its extensive wine list featuring Italian varietals and attentive service, Aida Vino E Cucina offers a taste of Italy in the heart of Kadıköy.","40.985446254766735,29.025536477941625"
Sukru Saracoglu Stadium,4.4,432443,"16,17,18",https://tr.wikipedia.org/wiki/Fenerbah%C3%A7e_%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu_Stadyumu,"https://www.google.com/maps/place/%C3%9Clker+Fenerbah%C3%A7e+%C5%9E%C3%BCkr%C3%BC+Saraco%C4%9Flu+Stadyumu/@40.9876762,29.0343207,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab870784d1389:0x2bf4921764859e70!8m2!3d40.9876722!4d29.0368903!16zL20vMDYzdnBq?entry=ttu",2,"Şükrü Saraçoğlu Stadium is a historic football stadium located in Kadıköy, serving as the home ground for Fenerbahçe S.K., one of Turkey's most successful football clubs. The stadium has a rich sporting heritage and has hosted countless memorable matches and championships over the years. With its electrifying atmosphere and passionate fan base, Şükrü Saraçoğlu Stadium is an iconic symbol of Turkish football culture and a must-visit destination for sports enthusiasts in Kadıköy.","40.98759526258761,29.036799104926455"
Ayia Efimia Church,4.4,176570,"1,2,3,5",https://www.tarihi.ist/ayia-efimia-rum-ortodoks-kilisesi/,"https://www.google.com/maps/place/Ayia+Efimia+Rum+Ortodoks+Kilisesi/@40.9906964,29.022409,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab867d7a04def:0xc2b42b4f4f19f095!8m2!3d40.9906924!4d29.0249786!16s%2Fg%2F1vsmv79g?entry=ttu",2,"Ayia Efimia Church is a historic Greek Orthodox church located in Kadıköy, dating back to the Byzantine era. The church is renowned for its beautiful architecture, intricate frescoes, and religious significance, attracting visitors from far and wide to admire its timeless beauty and spiritual ambiance. With its rich history and cultural heritage, Ayia Efimia Church is a cherished landmark in Kadıköy, serving as a testament to the city's multicultural past and enduring legacy.","40.990678778263465,29.024950901992746"
Aya Triada Church,4.8,372615,"1,2,3,5",https://tr.wikipedia.org/wiki/Aya_Triada_Rum_Ortodoks_Kilisesi_%28Beyo%C4%9Flu,"https://www.google.com/maps/place/Aya+Triada+Rum+Ortodoks+Kilisesi/@41.0356326,28.9843087,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab7646ade769f:0xe678bbe9c5f2acf0!8m2!3d41.0356326!4d28.9843087!16s%2Fm%2F0pd89jp?entry=ttu",2,"Aya Triada Church is a historic Greek Orthodox church located in Kadıköy, renowned for its stunning architecture and religious significance. Dating back to the Byzantine era, the church is adorned with intricate frescoes, ornate iconography, and beautiful marble carvings, showcasing the craftsmanship of its time. Visitors can explore the church's interior, marveling at its timeless beauty and spiritual ambiance, while learning about its rich history and cultural heritage. With its serene atmosphere and architectural splendor, Aya Triada Church is a beloved destination for visitors seeking a glimpse into Kadıköy's multicultural past and religious heritage.","41.035620460834565,28.98406730122651"
Sogutlucesme Mosque,4.2,745475,"1,2,3,5",https://tr.wikipedia.org/wiki/S%C3%B6%C4%9F%C3%BCtl%C3%BC%C3%A7e%C5%9Fme_Camii,"https://www.google.com/maps/place/S%C3%B6%C4%9F%C3%BCtl%C3%BC%C3%A7e%C5%9Fme+Camii/@40.9921799,29.0307267,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab86e168c109b:0xd562911de7c8cd49!8m2!3d40.9921759!4d29.0332963!16s%2Fg%2F1223wyb2?entry=ttu",2,"Sogutlucesme Mosque is a historic mosque located in Kadıköy, known for its beautiful Ottoman architecture and serene ambiance. Dating back to the 19th century, the mosque features elegant domes, intricate minarets, and ornate decorations, showcasing the craftsmanship of its time. Visitors can admire the mosque's exterior facade and serene courtyard, then step inside to experience its peaceful interior and spiritual atmosphere. With its rich history and cultural significance, Sogutlucesme Mosque is a cherished landmark in Kadıköy, serving as a place of worship and reflection for the local community.","40.99202608467439,29.033172918424093"
