user_id,user_gender,place_id,continent,score,user_age
57,Male,805735,1,1,60
57,Male,932904,1,1,60
58,Female,299035,3,0,60
58,Female,292410,3,1,60
58,Female,770170,3,1,60
58,Female,331044,3,1,60
58,Female,672514,3,0,60
58,Female,676421,3,1,60
58,Female,691699,3,1,60
58,Female,697189,3,1,60
58,Female,372615,3,1,60
58,Female,104738,3,0,60
59,Female,128087,1,1,64
59,Female,196623,1,1,64
59,Female,615371,1,1,64
59,Female,148271,1,0,64
59,Female,962195,1,1,64
59,Female,112832,1,1,64
59,Female,366333,1,1,64
59,Female,820574,1,1,64
59,Female,335098,1,1,64
59,Female,859308,1,1,64
60,Female,877687,5,1,72
60,Female,545412,5,1,72
60,Female,992964,5,1,72
60,Female,265387,5,1,72
60,Female,859308,5,1,72
60,Female,661463,5,1,72
60,Female,459627,5,1,72
60,Female,228137,5,1,72
60,Female,950867,5,1,72
60,Female,868833,5,1,72
61,Male,342528,0,1,60
61,Male,124157,0,1,60
61,Male,568229,0,1,60
61,Male,107662,0,0,60
61,Male,965587,0,1,60
61,Male,507399,0,1,60
61,Male,770170,0,1,60
61,Male,682423,0,1,60
61,Male,130835,0,1,60
61,Male,958609,0,0,60
62,Male,606707,0,1,45
62,Male,303350,0,1,45
62,Male,106188,0,0,45
62,Male,161477,0,1,45
62,Male,496546,0,1,45
62,Male,672514,0,1,45
62,Male,516585,0,1,45
62,Male,265458,0,1,45
62,Male,106188,0,1,45
62,Male,777046,0,1,45
63,Male,711495,0,1,36
63,Male,708729,0,1,36
63,Male,925873,0,1,36
63,Male,197961,0,1,36
63,Male,452231,0,0,36
63,Male,755016,0,1,36
63,Male,755016,0,1,36
63,Male,213420,0,1,36
63,Male,489599,0,1,36
63,Male,207024,0,1,36
64,Male,197961,2,1,50
64,Male,615414,2,1,50
64,Male,656298,2,1,50
64,Male,723399,2,1,50
64,Male,723399,2,0,50
64,Male,970705,2,0,50
64,Male,606707,2,1,50
64,Male,133470,2,1,50
64,Male,517228,2,1,50
64,Male,246243,2,1,50
65,Male,479281,1,1,60
65,Male,554262,1,1,60
65,Male,432515,1,1,60
65,Male,288822,1,1,60
65,Male,274391,1,1,60
65,Male,631691,1,0,60
65,Male,288822,1,1,60
65,Male,648883,1,1,60
65,Male,606707,1,1,60
65,Male,682423,1,1,60
66,Male,770256,4,1,38
66,Male,831890,4,0,38
66,Male,827370,4,1,38
66,Male,246243,4,1,38
66,Male,927834,4,1,38
66,Male,516585,4,1,38
66,Male,331296,4,1,38
66,Male,204226,4,1,38
66,Male,507399,4,1,38
66,Male,498739,4,1,38
67,Male,925873,0,1,17
67,Male,939682,0,1,17
67,Male,131564,0,0,17
67,Male,958609,0,1,17
67,Male,463612,0,1,17
67,Male,311612,0,1,17
67,Male,459627,0,1,17
67,Male,616147,0,0,17
67,Male,939682,0,1,17
67,Male,507399,0,1,17
68,Male,227804,2,1,65
68,Male,459627,2,1,65
68,Male,299185,2,1,65
68,Male,745475,2,1,65
68,Male,601061,2,1,65
68,Male,229438,2,1,65
68,Male,126059,2,1,65
68,Male,106188,2,1,65
68,Male,228137,2,1,65
68,Male,883675,2,1,65
69,Female,711495,3,1,42
69,Female,152392,3,1,42
69,Female,463612,3,1,42
69,Female,930187,3,1,42
69,Female,498739,3,1,42
69,Female,161477,3,1,42
69,Female,697189,3,1,42
69,Female,148271,3,1,42
69,Female,877687,3,1,42
69,Female,148271,3,1,42
70,Female,744985,5,1,33
70,Female,432515,5,1,33
70,Female,697189,5,1,33
70,Female,288822,5,1,33
70,Female,131564,5,1,33
70,Female,207141,5,1,33
70,Female,930187,5,1,33
70,Female,165264,5,1,33
70,Female,228137,5,1,33
70,Female,598162,5,1,33
71,Male,266340,1,1,32
71,Male,197961,1,1,32
71,Male,507399,1,1,32
71,Male,682423,1,1,32
71,Male,207024,1,1,32
71,Male,769885,1,1,32
71,Male,331296,1,1,32
71,Male,708729,1,0,32
71,Male,715835,1,1,32
71,Male,407442,1,1,32
72,Female,723399,0,1,60
72,Female,102220,0,1,60
72,Female,227804,0,1,60
72,Female,672514,0,0,60
72,Female,432515,0,1,60
72,Female,322220,0,1,60
72,Female,432443,0,1,60
72,Female,498739,0,1,60
72,Female,820326,0,1,60
72,Female,207141,0,1,60
73,Male,824345,3,0,59
73,Male,656298,3,1,59
73,Male,489599,3,1,59
73,Male,479281,3,1,59
73,Male,554262,3,1,59
73,Male,958153,3,1,59
73,Male,156464,3,1,59
73,Male,932904,3,1,59
73,Male,883675,3,0,59
73,Male,682423,3,1,59
74,Male,207141,1,1,64
74,Male,450480,1,1,64
74,Male,306487,1,1,64
74,Male,401221,1,0,64
74,Male,824345,1,1,64
74,Male,260289,1,1,64
74,Male,213192,1,1,64
74,Male,776089,1,1,64
74,Male,572919,1,1,64
74,Male,227804,1,1,64
75,Female,360880,5,1,20
75,Female,260289,5,1,20
75,Female,528752,5,1,20
75,Female,443705,5,1,20
75,Female,769885,5,1,20
75,Female,925873,5,1,20
75,Female,104738,5,1,20
75,Female,140042,5,0,20
75,Female,401221,5,1,20
75,Female,958609,5,1,20
76,Female,957964,1,1,25
76,Female,587424,1,1,25
76,Female,744985,1,1,25
76,Female,537829,1,1,25
76,Female,496546,1,1,25
76,Female,615371,1,1,25
76,Female,653321,1,1,25
76,Female,407442,1,0,25
76,Female,927834,1,0,25
76,Female,407442,1,0,25
77,Male,761356,4,1,66
77,Male,227804,4,0,66
77,Male,844639,4,1,66
77,Male,962195,4,1,66
77,Male,366333,4,1,66
77,Male,129727,4,1,66
77,Male,930187,4,1,66
77,Male,601061,4,1,66
77,Male,370509,4,1,66
77,Male,432443,4,1,66
78,Male,554262,1,1,47
78,Male,292410,1,1,47
78,Male,229438,1,0,47
78,Male,820326,1,1,47
78,Male,827370,1,1,47
78,Male,341412,1,1,47
78,Male,470793,1,1,47
78,Male,777046,1,1,47
78,Male,951668,1,1,47
78,Male,970705,1,1,47
79,Male,931664,3,1,57
79,Male,528752,3,1,57
79,Male,704220,3,1,57
79,Male,441361,3,1,57
79,Male,750637,3,1,57
79,Male,140042,3,1,57
79,Male,251013,3,1,57
79,Male,104738,3,1,57
79,Male,928073,3,1,57
79,Male,201075,3,1,57
80,Male,871687,3,1,63
80,Male,441361,3,1,63
80,Male,721688,3,1,63
80,Male,844639,3,1,63
80,Male,891707,3,0,63
80,Male,587424,3,1,63
80,Male,745475,3,0,63
80,Male,931664,3,1,63
80,Male,777046,3,1,63
80,Male,228137,3,1,63
81,Female,129727,2,1,47
81,Female,265458,2,1,47
81,Female,265387,2,1,47
81,Female,601061,2,0,47
81,Female,265387,2,1,47
81,Female,761356,2,1,47
81,Female,213420,2,1,47
81,Female,326087,2,0,47
81,Female,432515,2,1,47
81,Female,598162,2,1,47
82,Male,401221,0,1,60
82,Male,133470,0,1,60
82,Male,931664,0,0,60
82,Male,661463,0,1,60
82,Male,745475,0,1,60
82,Male,505870,0,1,60
82,Male,152774,0,1,60
82,Male,879950,0,1,60
82,Male,745475,0,1,60
82,Male,656298,0,1,60
83,Male,733989,4,1,42
83,Male,424824,4,1,42
83,Male,784820,4,0,42
83,Male,931664,4,1,42
83,Male,265387,4,1,42
83,Male,739809,4,1,42
83,Male,637717,4,1,42
83,Male,176570,4,1,42
83,Male,957964,4,1,42
83,Male,266340,4,1,42
84,Male,505870,5,1,48
84,Male,274391,5,1,48
84,Male,360880,5,1,48
84,Male,928073,5,1,48
84,Male,951668,5,1,48
84,Male,625673,5,1,48
84,Male,831890,5,0,48
84,Male,877687,5,1,48
84,Male,871687,5,1,48
84,Male,720081,5,1,48
85,Male,761356,4,1,37
85,Male,708729,4,1,37
85,Male,958153,4,1,37
85,Male,126399,4,1,37
85,Male,165264,4,1,37
85,Male,929604,4,1,37
85,Male,480760,4,1,37
85,Male,228137,4,1,37
85,Male,207141,4,1,37
85,Male,537829,4,1,37
86,Male,201075,2,0,66
86,Male,831238,2,1,66
86,Male,615414,2,1,66
86,Male,637717,2,1,66
86,Male,965587,2,1,66
86,Male,126059,2,1,66
86,Male,196733,2,1,66
86,Male,661463,2,1,66
86,Male,871687,2,1,66
86,Male,165264,2,1,66
87,Female,598162,0,1,50
87,Female,860072,0,1,50
87,Female,723599,0,1,50
87,Female,227804,0,1,50
87,Female,246243,0,1,50
87,Female,292410,0,1,50
87,Female,868833,0,1,50
87,Female,648883,0,1,50
87,Female,784820,0,1,50
87,Female,879950,0,1,50
88,Male,467581,0,0,50
88,Male,133470,0,1,50
88,Male,452231,0,1,50
88,Male,140042,0,1,50
88,Male,563837,0,1,50
88,Male,213192,0,1,50
88,Male,769885,0,1,50
88,Male,286657,0,1,50
88,Male,568229,0,1,50
88,Male,957964,0,1,50
89,Male,196623,5,0,24
89,Male,199043,5,1,24
89,Male,806175,5,1,24
89,Male,930187,5,1,24
89,Male,126399,5,1,24
89,Male,196623,5,1,24
89,Male,704220,5,1,24
89,Male,275853,5,0,24
89,Male,805735,5,1,24
89,Male,275853,5,1,24
90,Male,322220,3,1,58
90,Male,723399,3,1,58
90,Male,846545,3,1,58
90,Male,131564,3,1,58
90,Male,266340,3,1,58
90,Male,879950,3,1,58
90,Male,112832,3,0,58
90,Male,871687,3,1,58
90,Male,891707,3,1,58
90,Male,228137,3,1,58
91,Female,498739,3,1,41
91,Female,266340,3,1,41
91,Female,950867,3,1,41
91,Female,148271,3,1,41
91,Female,131564,3,0,41
91,Female,860072,3,1,41
91,Female,745475,3,1,41
91,Female,970705,3,1,41
91,Female,414821,3,0,41
91,Female,213420,3,1,41
92,Female,148271,5,1,68
92,Female,106188,5,1,68
92,Female,868833,5,1,68
92,Female,375467,5,1,68
92,Female,196733,5,1,68
92,Female,306487,5,1,68
92,Female,452231,5,1,68
92,Female,401221,5,1,68
92,Female,951668,5,1,68
92,Female,199043,5,1,68
93,Male,480760,5,1,46
93,Male,891707,5,1,46
93,Male,265458,5,1,46
93,Male,682423,5,0,46
93,Male,693072,5,1,46
93,Male,929604,5,1,46
93,Male,868833,5,1,46
93,Male,615414,5,1,46
93,Male,745475,5,1,46
93,Male,770170,5,1,46
94,Male,958153,5,1,52
94,Male,516585,5,1,52
94,Male,806175,5,1,52
94,Male,207141,5,1,52
94,Male,370509,5,1,52
94,Male,480760,5,1,52
94,Male,648883,5,1,52
94,Male,775469,5,0,52
94,Male,723599,5,1,52
94,Male,213192,5,1,52
95,Female,370509,1,1,49
95,Female,598162,1,1,49
95,Female,750637,1,1,49
95,Female,745475,1,1,49
95,Female,229438,1,1,49
95,Female,883675,1,1,49
95,Female,331044,1,1,49
95,Female,286657,1,1,49
95,Female,441361,1,1,49
95,Female,744985,1,1,49
96,Female,562184,3,1,70
96,Female,891167,3,1,70
96,Female,480760,3,1,70
96,Female,587424,3,1,70
96,Female,326087,3,1,70
96,Female,106188,3,1,70
96,Female,820574,3,1,70
96,Female,697189,3,1,70
96,Female,246243,3,1,70
96,Female,931664,3,1,70
97,Female,432515,5,1,46
97,Female,188547,5,1,46
97,Female,132006,5,1,46
97,Female,844639,5,1,46
97,Female,708729,5,1,46
97,Female,197961,5,1,46
97,Female,625673,5,1,46
97,Female,831238,5,1,46
97,Female,572919,5,1,46
97,Female,970705,5,1,46
98,Male,745475,0,1,54
98,Male,133470,0,1,54
98,Male,132006,0,1,54
98,Male,140042,0,1,54
98,Male,545412,0,1,54
98,Male,776089,0,1,54
98,Male,459627,0,1,54
98,Male,204226,0,1,54
98,Male,360880,0,1,54
98,Male,366333,0,1,54
99,Female,616147,0,1,27
99,Female,128087,0,1,27
99,Female,877687,0,1,27
99,Female,188547,0,1,27
99,Female,992964,0,1,27
99,Female,322220,0,1,27
99,Female,227804,0,1,27
99,Female,188547,0,1,27
99,Female,341412,0,1,27
99,Female,898991,0,0,27
100,Male,721688,0,1,42
100,Male,306487,0,0,42
100,Male,846545,0,1,42
100,Male,432515,0,0,42
100,Male,199043,0,1,42
100,Male,891707,0,1,42
